R. Cel. Fernando Machado, 632,-30.03506134,-51.23145706
R. Cel. Fernando Machado, 524,-30.03504514,-51.23261369
R. Cel. Fernando Machado, 762,-30.03500996,-51.22999885
Av. Loureiro da Silva, 2001,-30.03500664,-51.22198666
R. Cel. Fernando Machado, 808,-30.0349922,-51.22955332
R. Gen. Lima e Silva, 80,-30.03498469,-51.22571456
R. Cel. Fernando Machado, 450,-30.03495231,-51.23328515
R. Cel. Fernando Machado, 920,-30.03494467,-51.22842003
R. Gen. Auto, 157,-30.03492336,-51.23177502
R. Duque de Caxias, 309,-30.03492261,-51.23837091
R. Cel. Fernando Machado, 1008,-30.03490871,-51.2275508
R. Cel. Fernando Machado, 1172,-30.03488299,-51.22694559
R. Francisco Ferrer, 268,-30.03487797,-51.20726591
Av. Osvaldo Aranha, 990,-30.03486181,-51.21265202
R. Cel. Fernando Machado, 101,-30.03484856,-51.23677241
R. Cel. Fernando Machado, 350,-30.03484598,-51.23427942
R. Cel. Fernando Machado, 190,-30.03479965,-51.23588544
R. Bento Figueiredo, 71,-30.03475821,-51.20881127
R. Gen. Vasco Alves, 348,-30.03473779,-51.23798341
Av. Loureiro da Silva, 2002,-30.0347193,-51.22131756
R. Gen. Joao Manoel, 627,-30.03471205,-51.23259435
R. Mariante, 759,-30.03468654,-51.20420865
R. Ramiro Barcelos, 1784,-30.03467833,-51.20836942
R. Gen. Cypriano Ferreira, 500,-30.03465565,-51.23527238
R. Gen. Salustiano, 298,-30.03463074,-51.23977582
Av. Desembargador Andre da Rocha, 291,-30.03459888,-51.22548291
Av. Borges de Medeiros, 902,-30.03456018,-51.22795842
R. Fernandes Vieira, 583,-30.03455492,-51.21104978
R. Marechal Floriano Peixoto, 611,-30.03454317,-51.22726865
R. Felipe Camarao, 584,-30.03454044,-51.20971503
R. Gen. Joao Telles, 537,-30.03453719,-51.21295542
Av. Borges de Medeiros, 901,-30.03448617,-51.22803635
R. Duque de Caxias, 437,-30.03446703,-51.23690314
R. Cel. Genuino, 38,-30.03440466,-51.22601423
R. Sao Manoel, 72,-30.03439243,-51.20489048
R. Miguel Tostes, 706,-30.03436844,-51.20570507
R. Avai, 125,-30.03436819,-51.22344769
R. Gen. Portinho, 355,-30.03431957,-51.23661019
Av. Desembargador Andre da Rocha, 258,-30.03431281,-51.22511982
R. Gen. Bento Martins, 515,-30.03427566,-51.23408199
R. Duque de Caxias, 541,-30.03426178,-51.23614822
R. Giordano Bruno, 83,-30.03424751,-51.20659545
R. Vinte Quatro de Maio, 171,-30.03420681,-51.22440503
R. Gen. Cypriano Ferreira, 448,-30.03417142,-51.23544218
Av. Cauduro, 11,-30.03411367,-51.21380757
R. Espirito Santo, 61,-30.03409716,-51.22979052
Trav. Tuyuty, 88,-30.03408834,-51.22310562
R. Gen. Auto, 69,-30.0340579,-51.23170018
R. Mariante, 691,-30.03404611,-51.20420882
R. Francisco Ferrer, 186,-30.03396577,-51.20727976
R. Gen. Vasco Alves, 300,-30.03393594,-51.2382988
Av. Osvaldo Aranha, 788,-30.03393031,-51.21444071
R. Riachuelo, 308,-30.03392368,-51.23846902
